MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
1.3807,27.0,4.083333333333333,1.065217391304348,839.0,3.039855072463768,36.05,-119.01,0.531
2.181,37.0,4.6773255813953485,1.0872093023255813,1173.0,3.4098837209302326,36.71,-119.56,0.599
6.5616,33.0,6.393805309734513,1.002212389380531,1300.0,2.8761061946902653,33.74,-117.8,2.902
4.5179,35.0,5.1980676328502415,1.0966183574879227,902.0,2.178743961352657,33.83,-118.38,4.272
4.0987,37.0,4.804913294797688,1.060693641618497,1468.0,2.121387283236994,37.58,-122.36,4.34
3.0214,19.0,4.113662456946039,1.0459242250287026,2300.0,2.640642939150402,33.89,-117.88,2.184
2.0313,17.0,6.060728744939271,1.2469635627530364,1425.0,5.769230769230769,36.57,-119.97,0.694
4.6602,22.0,5.767123287671233,0.9698630136986301,993.0,2.7205479452054795,37.94,-122.05,2.278
2.3382,19.0,4.05989110707804,1.0526315789473684,1438.0,2.6098003629764066,37.97,-122.34,1.207
2.2652,24.0,3.7652542372881355,1.0872881355932202,2421.0,2.051694915254237,34.17,-118.4,2.692
2.025,43.0,4.30327868852459,1.0327868852459017,820.0,3.360655737704918,34.07,-118.12,2.156
3.0846,47.0,5.933333333333334,1.1333333333333333,832.0,2.641269841269841,36.34,-119.65,0.761
1.7566,25.0,5.093117408906883,1.0991902834008098,1266.0,2.562753036437247,40.03,-122.1,0.584
4.1442,22.0,5.493464052287582,1.0294117647058822,1471.0,2.40359477124183,32.66,-117.04,3.039
4.3182,17.0,6.744416873449132,1.2853598014888337,815.0,2.022332506203474,33.06,-117.34,3.571
4.0,20.0,6.983333333333333,1.0958333333333334,786.0,3.275,36.86,-119.69,1.646
3.2464,26.0,5.496774193548387,1.0161290322580645,918.0,2.9612903225806453,35.26,-120.68,2.08
2.0,52.0,5.355685131195335,1.2419825072886297,1062.0,3.0962099125364433,33.98,-118.31,0.965
4.2143,35.0,5.627002288329519,1.002288329519451,970.0,2.219679633867277,34.16,-118.07,3.694
2.5195,20.0,5.049707602339181,1.128654970760234,730.0,2.134502923976608,37.96,-121.33,0.926
3.2824,52.0,4.356984478935699,1.06430155210643,794.0,1.7605321507760532,34.08,-118.36,3.048
3.176,14.0,5.949671772428884,1.0984682713347922,1497.0,3.2757111597374178,35.59,-119.35,0.718
5.0756,52.0,5.4010507880910685,1.042031523642732,1324.0,2.318739054290718,37.58,-122.36,3.742
3.6563,17.0,5.901408450704225,1.1338028169014085,388.0,2.732394366197183,39.03,-121.12,1.635
7.7116,38.0,6.535483870967742,1.0473118279569893,1131.0,2.432258064516129,34.14,-118.18,3.609
4.2415,41.0,5.105015673981192,1.0642633228840126,1237.0,1.938871473354232,34.12,-118.34,4.096
5.3558,14.0,6.4555403556771545,1.0041039671682626,1880.0,2.5718194254445965,34.17,-118.9,3.138
2.1149,43.0,5.364077669902913,1.1699029126213591,982.0,4.766990291262136,37.32,-121.89,1.849
1.7292,47.0,3.628032345013477,1.0323450134770888,1452.0,3.9137466307277626,34.07,-118.21,1.917
2.4049,31.0,3.5402298850574714,1.1065830721003134,3558.0,3.717868338557994,33.97,-118.17,1.59
2.6434,20.0,4.4049180327868855,1.044262295081967,2154.0,3.5311475409836066,36.92,-121.76,1.697
2.7813,33.0,4.79933110367893,1.0769230769230769,1298.0,4.34113712374582,33.9,-118.2,1.051
4.5033,7.0,5.2917888563049855,1.1011730205278591,1739.0,2.5498533724340176,37.26,-121.83,2.131
5.2155,36.0,5.791666666666667,1.0297619047619047,871.0,2.5922619047619047,33.82,-118.1,2.548
