MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
5.4605,31.0,5.436813186813187,0.9986263736263736,1924.0,2.642857142857143,32.83,-117.22,1.902
3.5529,43.0,5.865761689291101,1.0723981900452488,1466.0,2.211161387631976,32.76,-117.09,2.23
1.5313,29.0,5.808219178082192,1.0684931506849316,284.0,3.8904109589041096,36.1,-119.56,0.438
5.7068,9.0,5.861561119293078,1.0839469808541973,1705.0,2.5110456553755522,37.7,-121.76,2.567
5.5486,34.0,5.352697095435684,0.9128630705394191,867.0,3.5975103734439835,33.82,-117.98,2.181
2.6403,31.0,3.7816711590296497,1.045822102425876,724.0,1.9514824797843666,32.8,-117.23,2.161
2.875,37.0,4.400749063670412,0.9737827715355806,951.0,3.561797752808989,37.96,-121.24,0.577
3.95,52.0,5.02546689303905,1.0577249575551784,1191.0,2.0220713073005094,37.75,-122.43,3.477
4.0911,43.0,3.7867867867867866,0.9519519519519519,836.0,2.5105105105105103,37.38,-122.02,2.246
2.5797,17.0,3.486624203821656,1.105732484076433,2924.0,3.7248407643312103,34.21,-118.59,1.835
3.915,28.0,5.652941176470589,1.1235294117647059,1565.0,4.602941176470588,34.08,-117.48,1.174
3.35,38.0,4.532915360501567,1.025078369905956,980.0,3.072100313479624,33.8,-118.27,1.777
6.5645,31.0,6.607973421926911,0.9302325581395349,805.0,2.6744186046511627,32.76,-117.0,1.891
4.1111,36.0,6.103286384976526,1.0352112676056338,1246.0,2.924882629107981,34.19,-118.56,2.156
3.8333,32.0,6.079787234042553,1.1063829787234043,454.0,2.4148936170212765,39.15,-123.1,1.161
4.6563,16.0,6.093457943925234,0.9364485981308411,1973.0,3.6878504672897194,34.04,-117.67,1.62
10.2317,52.0,7.656593406593407,0.9697802197802198,1057.0,2.9038461538461537,34.11,-118.12,5.00001
7.8528,17.0,6.4,0.99,959.0,2.3975,37.31,-122.08,3.689
4.1635,52.0,5.9442970822281165,1.1750663129973475,1042.0,2.763925729442971,37.77,-122.47,3.984
2.9194,41.0,4.211920529801325,1.1103752759381897,1557.0,3.437086092715232,34.12,-118.2,1.62
6.5138,16.0,8.127098321342926,1.0215827338129497,5669.0,3.3986810551558753,34.15,-117.62,3.115
5.5061,17.0,6.6871165644171775,1.0061349693251533,473.0,2.901840490797546,38.48,-122.65,2.318
4.6563,45.0,5.986784140969163,0.9933920704845814,1106.0,2.436123348017621,37.79,-122.19,2.318
0.536,4.0,14.0,3.3333333333333335,9.0,3.0,34.14,-116.76,0.425
2.75,52.0,5.615141955835962,1.1766561514195584,824.0,2.5993690851735014,38.1,-122.25,1.099
3.0893,22.0,4.732049036777584,1.1471103327495622,2664.0,4.665499124343257,34.41,-118.92,1.734
4.3958,33.0,5.936893203883495,0.9611650485436893,1209.0,2.9344660194174756,34.09,-117.65,1.456
1.5833,46.0,5.818930041152264,1.102880658436214,902.0,3.711934156378601,36.72,-119.81,0.567
4.6607,4.0,5.012295081967213,1.1270491803278688,505.0,2.069672131147541,33.51,-117.69,1.73
5.397,44.0,6.234299516908212,1.0555555555555556,1006.0,2.429951690821256,37.47,-122.16,3.417
4.0221,16.0,5.594795539033457,1.0780669144981412,1649.0,3.0650557620817844,33.61,-117.69,2.362
2.1444,27.0,3.1112299465240643,1.0919786096256685,2614.0,2.79572192513369,34.14,-118.24,2.29
3.788,35.0,5.714025500910747,0.9908925318761385,1312.0,2.389799635701275,38.6,-121.37,1.368
3.2039,8.0,5.03494623655914,1.0309139784946237,2161.0,2.9045698924731185,38.65,-121.46,1.034
0.9234,40.0,2.7365853658536587,1.3853658536585365,662.0,3.229268292682927,34.02,-118.27,1.875
2.108,52.0,5.24468085106383,0.9468085106382979,189.0,2.0106382978723403,38.75,-121.28,0.838
10.6186,17.0,7.92147806004619,0.9815242494226328,1468.0,3.3903002309468824,33.01,-117.05,4.293
3.0625,52.0,6.108958837772397,1.1138014527845037,1167.0,2.8256658595641646,33.96,-118.31,1.274
3.6572,26.0,4.160797342192691,1.0930232558139534,3001.0,1.9940199335548172,34.14,-118.1,2.132
